bench_id,date,hw_profile,engine_ver,model,quant,tp,dp,max_num_batched_tokens,max_num_seqs,prefix_cache,batch_invariant,concurrency,input_len,output_len,tok_s_output,tok_s_total,ttft_p50_ms,ttft_p99_ms,itl_p50_ms,itl_p99_ms,kv_cache_usage,notes
m3-h-d3-c1c8-c32-o128-d3c8,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,128,745.38,9480.33,1245.97,2144.16,24.333,141.783,0.334,task1 hierarchical prefix; ds=custom;n=200;dur=34.3s;completed=200;req_s=5.823;mean_in_tok=1500;pc_hit=64.43%;pc_q=300000;depth=3;cells=8
m3-8b-ngram3-c32-o128-ngram3,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,128,503.02,6397.84,239.12,2637.53,56.241,225.155,0.334,task3 ngram spec k=3 lookup 2-4; ds=custom;n=256;dur=65.1s;completed=256;req_s=3.930;mean_in_tok=1500;pc_hit=57.28%;pc_q=384000
m3-h-d3-c1c8-c128-o128-d3c8,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,128,907.07,11536.76,3611.12,9190.8,54.598,1088.666,0.97,task1 hierarchical prefix; ds=custom;n=200;dur=28.2s;completed=200;req_s=7.086;mean_in_tok=1500;pc_hit=63.94%;pc_q=300000;depth=3;cells=8
m3-h-d3-c32c128-c32-o64-d3c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,64,479.74,11723.56,1907.59,2732.66,24.586,874.114,0.32,task1 hierarchical prefix; ds=custom;n=768;dur=102.5s;completed=768;req_s=7.496;mean_in_tok=1500;pc_hit=55.33%;pc_q=1152000;depth=3;cells=128
m3-h-d3-zipf-c32-o128-d3c128zipf,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,128,734.12,9337.08,1457.86,2383.66,24.475,209.431,0.329,task1 zipf(1.0) cell popularity; ds=custom;n=512;dur=89.3s;completed=512;req_s=5.735;mean_in_tok=1500;pc_hit=58.26%;pc_q=768000;depth=3;cells=128;zipf=1.0
m3-14b-int8-t2-c16-o512-t2,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,8192,64,on,0,16,1500,512,316.81,1244.95,3625.33,5434.44,32.837,50.156,0.991,task4 T2 shape on 14B INT8 single GPU (comparison); ds=random;n=64;dur=103.4s;completed=64;req_s=0.619;mean_in_tok=1500;pc_hit=0.0%;pc_q=96000
m3-8b-ngram3-c128-o128-ngram3,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,128,545.71,6940.73,5542.36,23841.13,151.88,1052.637,0.995,task3 ngram spec k=3 lookup 2-4; ds=custom;n=256;dur=60.0s;completed=256;req_s=4.263;mean_in_tok=1500;pc_hit=57.7%;pc_q=384000
m3-h-d3-c512-c128-o64-d3c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,64,478.83,11701.41,4525.87,10525.16,55.696,1154.77,1.0,task1 hierarchical prefix; ds=custom;n=1536;dur=205.3s;completed=1536;req_s=7.482;mean_in_tok=1500;pc_hit=54.53%;pc_q=2304000;depth=3;cells=512
m3-h-d3-zipf-c128-o128-d3c128zipf,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,128,799.64,10170.37,4250.82,18512.98,53.498,1073.95,0.997,task1 zipf(1.0) cell popularity; ds=custom;n=512;dur=82.0s;completed=512;req_s=6.247;mean_in_tok=1500;pc_hit=58.19%;pc_q=768000;depth=3;cells=128;zipf=1.0
m3-h-d3-c32c128-c128-o64-d3c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,64,500.75,12237.15,4404.89,14748.41,54.812,1119.815,0.997,task1 hierarchical prefix; ds=custom;n=768;dur=98.2s;completed=768;req_s=7.824;mean_in_tok=1500;pc_hit=55.36%;pc_q=1152000;depth=3;cells=128
m3-h-d3-c32-NOCACHE-c32-o64-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,off,0,32,1500,64,273.71,6688.76,2597.17,4990.3,26.822,934.322,0.583,"task1 control;same corpus, prefix caching OFF; ds=custom;n=512;dur=119.7s;completed=512;req_s=4.277;mean_in_tok=1500;pc_hit=%;pc_q=;depth=3;cells=32"
m3-h-d3-c32c128-c32-o128-d3c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,128,690.08,8776.98,1339.58,2447.37,24.791,306.196,0.329,task1 hierarchical prefix; ds=custom;n=512;dur=95.0s;completed=512;req_s=5.391;mean_in_tok=1500;pc_hit=55.27%;pc_q=768000;depth=3;cells=128
m3-8b-ngram5-c32-o64-ngram5,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,64,376.07,9190.21,258.74,1651.52,54.935,284.264,0.33,task3 ngram spec k=5 lookup 3-6; ds=custom;n=512;dur=87.1s;completed=512;req_s=5.876;mean_in_tok=1500;pc_hit=58.87%;pc_q=768000
m3-h-d3-c32-NOCACHE-c128-o64-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,off,0,128,1500,64,266.56,6514.0,18907.18,28993.12,38.7,1041.01,0.997,"task1 control;same corpus, prefix caching OFF; ds=custom;n=512;dur=122.9s;completed=512;req_s=4.165;mean_in_tok=1500;pc_hit=%;pc_q=;depth=3;cells=32"
m3-h-d3-c512-c32-o128-d3c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,128,682.06,8674.89,1886.69,2829.04,24.989,199.617,0.326,task1 hierarchical prefix; ds=custom;n=1024;dur=192.2s;completed=1024;req_s=5.329;mean_in_tok=1500;pc_hit=54.42%;pc_q=1536000;depth=3;cells=512
m3-h-d3-zipf-c32-o64-d3c512zipf,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,64,504.08,12318.5,1629.16,2560.32,24.301,763.805,0.322,task1 zipf(1.0) cell popularity; ds=custom;n=1536;dur=195.0s;completed=1536;req_s=7.876;mean_in_tok=1500;pc_hit=57.24%;pc_q=2304000;depth=3;cells=512;zipf=1.0
m3-h-d3-c32c128-c128-o128-d3c128,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,128,751.9,9563.17,5249.42,20061.03,53.84,1111.36,1.0,task1 hierarchical prefix; ds=custom;n=512;dur=87.2s;completed=512;req_s=5.874;mean_in_tok=1500;pc_hit=55.25%;pc_q=768000;depth=3;cells=128
m3-8b-ngram5-c128-o64-ngram5,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,64,398.12,9729.09,3567.17,17472.89,224.602,1086.359,1.0,task3 ngram spec k=5 lookup 3-6; ds=custom;n=512;dur=82.3s;completed=512;req_s=6.221;mean_in_tok=1500;pc_hit=57.98%;pc_q=768000
m3-h-d3-c32-NOCACHE-c32-o128-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,off,0,32,1500,128,440.88,5607.39,2440.0,5829.84,27.066,933.058,0.593,"task1 control;same corpus, prefix caching OFF; ds=custom;n=256;dur=74.3s;completed=256;req_s=3.444;mean_in_tok=1500;pc_hit=%;pc_q=;depth=3;cells=32"
m3-8b-ngram5-c32-o128-ngram5,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,128,490.7,6241.13,247.41,2723.49,55.237,227.423,0.355,task3 ngram spec k=5 lookup 3-6; ds=custom;n=256;dur=66.8s;completed=256;req_s=3.834;mean_in_tok=1500;pc_hit=57.38%;pc_q=384000
m3-h-d3-c32-NOCACHE-c128-o128-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,off,0,128,1500,128,437.48,5564.22,22178.67,35016.61,38.748,1029.94,0.992,"task1 control;same corpus, prefix caching OFF; ds=custom;n=256;dur=74.9s;completed=256;req_s=3.418;mean_in_tok=1500;pc_hit=%;pc_q=;depth=3;cells=32"
m3-8b-ngram5-c128-o128-ngram5,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,128,525.14,6679.11,5524.14,25185.01,150.108,1054.224,0.999,task3 ngram spec k=5 lookup 3-6; ds=custom;n=256;dur=62.4s;completed=256;req_s=4.103;mean_in_tok=1500;pc_hit=57.82%;pc_q=384000
m3-h-d3-c512-c128-o128-d3c512,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,128,724.82,9218.83,5535.84,19627.42,54.612,1133.31,1.0,task1 hierarchical prefix; ds=custom;n=1024;dur=180.8s;completed=1024;req_s=5.663;mean_in_tok=1500;pc_hit=54.39%;pc_q=1536000;depth=3;cells=512
m3-h-d3-zipf-c128-o64-d3c512zipf,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,64,529.49,12939.51,3775.87,9599.22,54.433,1085.695,0.999,task1 zipf(1.0) cell popularity; ds=custom;n=1536;dur=185.7s;completed=1536;req_s=8.273;mean_in_tok=1500;pc_hit=57.29%;pc_q=2304000;depth=3;cells=512;zipf=1.0
m3-h-d2-c32-o64-d2c0,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,64,472.92,11557.01,1696.88,2669.25,24.442,728.194,0.323,task1 hierarchical prefix;global+type only; ds=custom;n=400;dur=54.1s;completed=400;req_s=7.389;mean_in_tok=1500;pc_hit=55.04%;pc_q=600000;depth=2;cells=0
m3-h-d2-c128-o64-d2c0,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,64,483.68,11819.94,4458.78,15948.95,54.353,1136.653,0.992,task1 hierarchical prefix;global+type only; ds=custom;n=400;dur=52.9s;completed=400;req_s=7.558;mean_in_tok=1500;pc_hit=53.33%;pc_q=600000;depth=2;cells=0
m3-h-d3-zipf-c32-o128-d3c512zipf,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,128,725.0,9221.14,1744.1,2614.7,24.517,221.607,0.349,task1 zipf(1.0) cell popularity; ds=custom;n=1024;dur=180.8s;completed=1024;req_s=5.664;mean_in_tok=1500;pc_hit=56.96%;pc_q=1536000;depth=3;cells=512;zipf=1.0
m3-h-d3-c32-REP-c32-o64-d3c32rep,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,64,513.86,12557.47,1492.79,2410.22,24.214,698.289,0.314,task1 REPLICATE of plan b d3c32 on another GPU; ds=custom;n=512;dur=63.8s;completed=512;req_s=8.029;mean_in_tok=1500;pc_hit=59.18%;pc_q=768000;depth=3;cells=32;replicate
m3-h-d3-c32-concsweep-c8-o64-d3c32sw,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,8,1500,64,295.45,7219.95,526.68,696.84,17.502,150.665,0.096,task1b concurrency sweep at d3/cells=32; ds=custom;n=512;dur=110.9s;completed=512;req_s=4.616;mean_in_tok=1500;pc_hit=58.99%;pc_q=768000;depth=3;cells=32
m3-h-d2-c32-o128-d2c0,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,128,650.93,8279.06,1443.43,2921.33,24.885,401.494,0.345,task1 hierarchical prefix;global+type only; ds=custom;n=200;dur=39.3s;completed=200;req_s=5.085;mean_in_tok=1500;pc_hit=53.33%;pc_q=300000;depth=2;cells=0
m3-h-d3-c32-REP-c128-o64-d3c32rep,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,64,530.39,12961.53,3460.53,14260.25,54.849,1106.215,0.998,task1 REPLICATE of plan b d3c32 on another GPU; ds=custom;n=512;dur=61.8s;completed=512;req_s=8.287;mean_in_tok=1500;pc_hit=58.49%;pc_q=768000;depth=3;cells=32;replicate
m3-h-d2-c128-o128-d2c0,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,128,764.84,9727.8,5520.37,20833.93,53.273,1115.95,0.999,task1 hierarchical prefix;global+type only; ds=custom;n=200;dur=33.5s;completed=200;req_s=5.975;mean_in_tok=1500;pc_hit=53.33%;pc_q=300000;depth=2;cells=0
m3-8b-int8-t2-c4-o512-t2,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,64,on,0,4,1500,512,222.6,874.74,154.65,746.5,17.214,17.846,0.097,task4 T2 shape on 8B INT8 (ladder vs 14B/32B); ds=random;n=32;dur=73.6s;completed=32;req_s=0.435;mean_in_tok=1500;pc_hit=49.6%;pc_q=48000
m3-h-d3-c32-concsweep-c16-o64-d3c32sw,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,16,1500,64,409.67,10011.29,952.05,1321.39,19.61,321.238,0.167,task1b concurrency sweep at d3/cells=32; ds=custom;n=512;dur=80.0s;completed=512;req_s=6.401;mean_in_tok=1500;pc_hit=58.02%;pc_q=768000;depth=3;cells=32
m3-h-d3-c32-REP-c32-o128-d3c32rep,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,128,721.34,9174.53,1407.14,2475.46,24.621,238.203,0.334,task1 REPLICATE of plan b d3c32 on another GPU; ds=custom;n=256;dur=45.4s;completed=256;req_s=5.635;mean_in_tok=1500;pc_hit=58.02%;pc_q=384000;depth=3;cells=32;replicate
m3-8b-int8-t2-c16-o512-t2,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,64,on,0,16,1500,512,655.53,2576.05,236.28,2533.13,21.44,23.935,0.378,task4 T2 shape on 8B INT8 (ladder vs 14B/32B); ds=random;n=64;dur=50.0s;completed=64;req_s=1.280;mean_in_tok=1500;pc_hit=49.57%;pc_q=96000
m3-h-d3-zipf-c128-o128-d3c512zipf,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,128,779.96,9920.11,4264.47,14683.69,53.67,1077.677,1.0,task1 zipf(1.0) cell popularity; ds=custom;n=1024;dur=168.0s;completed=1024;req_s=6.093;mean_in_tok=1500;pc_hit=56.97%;pc_q=1536000;depth=3;cells=512;zipf=1.0
m3-h-d3-c32-REP-c128-o128-d3c32rep,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,128,761.41,9684.24,4355.62,19043.11,54.251,1091.458,0.999,task1 REPLICATE of plan b d3c32 on another GPU; ds=custom;n=256;dur=43.0s;completed=256;req_s=5.949;mean_in_tok=1500;pc_hit=58.06%;pc_q=384000;depth=3;cells=32;replicate
m3-h-d3-c32-concsweep-c64-o64-d3c32sw,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,64,1500,64,555.73,13580.7,2033.88,5208.11,35.973,1025.133,0.574,task1b concurrency sweep at d3/cells=32; ds=custom;n=512;dur=59.0s;completed=512;req_s=8.683;mean_in_tok=1500;pc_hit=58.08%;pc_q=768000;depth=3;cells=32
m3-8b-int8-t2-c16-o512-t2pfx,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,64,on,0,16,1500,512,691.88,2718.88,1231.69,1639.37,20.343,21.806,0.252,task4 T2 shape on 8B INT8 (ladder vs 14B/32B); ds=custom;n=64;dur=47.4s;completed=64;req_s=1.351;mean_in_tok=1500;pc_hit=52.03%;pc_q=96000;hierarchical d3c32 corpus
m3-h-d3-c32-concsweep-c256-o64-d3c32sw,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,256,1500,64,529.43,12938.02,18370.92,30332.4,54.737,1094.824,0.997,task1b concurrency sweep at d3/cells=32; ds=custom;n=512;dur=61.9s;completed=512;req_s=8.272;mean_in_tok=1500;pc_hit=58.21%;pc_q=768000;depth=3;cells=32
m3-h-d3-c32-concsweep-c8-o128-d3c32sw,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,8,1500,128,354.42,4507.73,636.1,705.96,17.638,19.398,0.104,task1b concurrency sweep at d3/cells=32; ds=custom;n=256;dur=92.5s;completed=256;req_s=2.769;mean_in_tok=1500;pc_hit=57.64%;pc_q=384000;depth=3;cells=32
m3-h-d3-c32-concsweep-c16-o128-d3c32sw,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,16,1500,128,542.81,6903.84,1077.05,1309.57,19.718,82.846,0.19,task1b concurrency sweep at d3/cells=32; ds=custom;n=256;dur=60.4s;completed=256;req_s=4.241;mean_in_tok=1500;pc_hit=57.83%;pc_q=384000;depth=3;cells=32
m3-h-d3-c32-concsweep-c64-o128-d3c32sw,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,64,1500,128,845.94,10759.36,2566.22,5093.26,36.271,995.786,0.593,task1b concurrency sweep at d3/cells=32; ds=custom;n=256;dur=38.7s;completed=256;req_s=6.609;mean_in_tok=1500;pc_hit=58.0%;pc_q=384000;depth=3;cells=32
m3-h-d3-c32-concsweep-c256-o128-d3c32sw,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,256,1500,128,773.6,9839.28,19755.64,38462.47,53.71,1073.0,0.991,task1b concurrency sweep at d3/cells=32; ds=custom;n=256;dur=42.4s;completed=256;req_s=6.044;mean_in_tok=1500;pc_hit=57.92%;pc_q=384000;depth=3;cells=32
m3-dp7-free-c32-o64-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,7,8192,128,on,0,224,1500,64,3618.18,88419.22,1541.25,2524.96,24.204,867.529,,"DP7 simultaneous;numa=0;replicas_ok=7/7;conc_per_gpu=32;n_per_gpu=512;wall=76.5s;req_s_total=56.534;per_gpu_out_tok_s=[520.2, 514.6, 509.8, 514.8, 517.0, 515.8, 525.9];spread=3.1%;pc_hit=59.02%;hierarchical d3 cells=32"
m3-dp7-free-c128-o64-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,7,8192,128,on,0,896,1500,64,3706.21,90570.43,3580.55,14416.26,54.613,1135.79,,"DP7 simultaneous;numa=0;replicas_ok=7/7;conc_per_gpu=128;n_per_gpu=512;wall=75.4s;req_s_total=57.909;per_gpu_out_tok_s=[537.1, 528.6, 515.4, 525.9, 538.2, 525.3, 535.8];spread=4.3%;pc_hit=58.09%;hierarchical d3 cells=32"
m3-dp7-free-c32-o128-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,7,8192,128,on,0,224,1500,128,5063.34,64399.32,1772.37,2723.93,24.593,363.908,,"DP7 simultaneous;numa=0;replicas_ok=7/7;conc_per_gpu=32;n_per_gpu=256;wall=57.7s;req_s_total=39.557;per_gpu_out_tok_s=[726.8, 721.3, 710.0, 723.2, 732.4, 721.4, 728.2];spread=3.1%;pc_hit=57.68%;hierarchical d3 cells=32"
m3-dp7-free-c128-o128-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,7,8192,128,on,0,896,1500,128,5336.45,67872.97,4493.02,19677.75,53.974,1123.425,,"DP7 simultaneous;numa=0;replicas_ok=7/7;conc_per_gpu=128;n_per_gpu=256;wall=55.9s;req_s_total=41.691;per_gpu_out_tok_s=[770.0, 759.4, 743.7, 760.9, 772.2, 758.1, 772.2];spread=3.7%;pc_hit=57.96%;hierarchical d3 cells=32"
m3-dp7-numa-c32-o64-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,7,8192,128,on,0,224,1500,64,3606.74,88139.81,1501.15,2600.58,24.209,817.573,,"DP7 simultaneous;numa=1;replicas_ok=7/7;conc_per_gpu=32;n_per_gpu=512;wall=77.8s;req_s_total=56.355;per_gpu_out_tok_s=[520.6, 515.1, 506.0, 516.0, 515.5, 512.0, 521.5];spread=3.0%;pc_hit=59.0%;hierarchical d3 cells=32"
m3-dp7-numa-c128-o64-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,7,8192,128,on,0,896,1500,64,3708.13,90617.45,3573.39,14956.72,54.617,1126.291,,"DP7 simultaneous;numa=1;replicas_ok=7/7;conc_per_gpu=128;n_per_gpu=512;wall=76.5s;req_s_total=57.940;per_gpu_out_tok_s=[534.0, 531.0, 517.3, 526.8, 535.3, 525.9, 537.9];spread=3.9%;pc_hit=58.12%;hierarchical d3 cells=32"
m3-dp7-numa-c32-o128-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,7,8192,128,on,0,224,1500,128,5048.48,64210.37,1580.48,2693.66,24.591,432.872,,"DP7 simultaneous;numa=1;replicas_ok=7/7;conc_per_gpu=32;n_per_gpu=256;wall=59.4s;req_s_total=39.441;per_gpu_out_tok_s=[725.8, 717.2, 705.0, 720.3, 732.7, 718.0, 729.5];spread=3.8%;pc_hit=57.68%;hierarchical d3 cells=32"
m3-dp7-numa-c128-o128-d3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,7,8192,128,on,0,896,1500,128,5342.36,67948.08,4483.98,19514.07,54.004,1120.651,,"DP7 simultaneous;numa=1;replicas_ok=7/7;conc_per_gpu=128;n_per_gpu=256;wall=56.8s;req_s_total=41.737;per_gpu_out_tok_s=[764.9, 761.8, 745.8, 758.9, 776.3, 759.3, 775.3];spread=4.0%;pc_hit=57.95%;hierarchical d3 cells=32"
m3-8b-int8-olen-h-c32-o32-olen,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,32,317.96,15222.48,1671.15,2487.43,24.237,859.481,0.308,extra: output-length sensitivity at d3/cells=32; ds=custom;n=768;dur=77.3s;completed=768;req_s=9.936;mean_in_tok=1500;pc_hit=59.0%;pc_q=1152000;depth=3;cells=32
m3-14b-int8-h-d3c32-c32-o64-14bd3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,64,297.22,7263.21,2401.53,4588.4,36.799,1041.348,0.885,extra: 14B INT8 on hierarchical corpus (KV rescue test); ds=custom;n=512;dur=110.2s;completed=512;req_s=4.644;mean_in_tok=1500;pc_hit=56.19%;pc_q=768000;depth=3;cells=32
m3-8b-int8-mnbt16384-h-c32-o64-mnbt16k,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,16384,128,on,0,32,1500,64,520.1,12709.86,2159.15,2495.86,24.153,197.47,0.336,extra: mnbt=16384 at d3/cells=32 (retune after caching); ds=custom;n=512;dur=63.0s;completed=512;req_s=8.127;mean_in_tok=1500;pc_hit=58.86%;pc_q=768000;depth=3;cells=32
m3-8b-int8-olen-h-c128-o32-olen,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,32,317.35,15192.97,3248.74,12562.22,55.717,1115.907,0.996,extra: output-length sensitivity at d3/cells=32; ds=custom;n=768;dur=77.4s;completed=768;req_s=9.917;mean_in_tok=1500;pc_hit=58.46%;pc_q=1152000;depth=3;cells=32
m3-8b-int8-mnbt16384-h-c128-o64-mnbt16k,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,16384,128,on,0,128,1500,64,540.35,13204.91,5400.87,14816.76,51.687,2045.031,0.993,extra: mnbt=16384 at d3/cells=32 (retune after caching); ds=custom;n=512;dur=60.6s;completed=512;req_s=8.443;mean_in_tok=1500;pc_hit=57.83%;pc_q=768000;depth=3;cells=32
m3-8b-int8-olen-h-c32-o256-olen,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-8B.w8a8,w8a8-int8,1,1,8192,128,on,0,32,1500,256,914.96,6276.05,1792.74,2557.54,25.018,31.272,0.394,extra: output-length sensitivity at d3/cells=32; ds=custom;n=160;dur=44.8s;completed=160;req_s=3.574;mean_in_tok=1500;pc_hit=57.61%;pc_q=240000;depth=3;cells=32
m3-32b-awq-tp4-c4-o512-t2,2026-09-02,borrowed-2026-09,vllm-0.28.0,Qwen/Qwen3-32B-AWQ,awq-w4a16,4,1,8192,64,on,0,4,1500,512,139.18,546.93,890.35,6101.02,23.177,23.879,0.03,task4 T2 candidate;TP4 on NUMA0 GPUs; ds=random;n=32;dur=117.7s;completed=32;req_s=0.272;mean_in_tok=1500;pc_hit=49.6%;pc_q=48000
m3-14b-int8-h-d3c32-c128-o64-14bd3c32,2026-09-02,borrowed-2026-09,vllm-0.28.0,nytopop/Qwen3-14B.w8a8,w8a8-int8,1,1,8192,128,on,0,128,1500,64,275.78,6739.26,22335.43,29111.28,44.249,1761.396,0.997,extra: 14B INT8 on hierarchical corpus (KV rescue test); ds=custom;n=512;dur=118.8s;completed=512;req_s=4.309;mean_in_tok=1500;pc_hit=54.79%;pc_q=768000;depth=3;cells=32
